alphaP_list,alphaN_list,alphaF_list,beta_list,phi_list,tau_list
0.34878585737252976,0.34878585737252976,0.34878585737252976,3.0,0,0
0.36014665762139764,0.36014665762139764,0.36014665762139764,3.0,0,0
0.6836849426704512,0.6836849426704512,0.6836849426704512,3.0,0,0
0.6100459770841705,0.6100459770841705,0.6100459770841705,3.0,0,0
0.8097701940610612,0.8097701940610612,0.8097701940610612,3.0,0,0
0.4777719401295595,0.4777719401295595,0.4777719401295595,3.0,0,0
0.19567539675064138,0.19567539675064138,0.19567539675064138,3.0,0,0
0.670595829778396,0.670595829778396,0.670595829778396,3.0,0,0
0.708628038893518,0.708628038893518,0.708628038893518,3.0,0,0
0.549021758055597,0.549021758055597,0.549021758055597,3.0,0,0
0.7167737439636488,0.7167737439636488,0.7167737439636488,3.0,0,0
0.49503647709151266,0.49503647709151266,0.49503647709151266,3.0,0,0
0.5181862635055953,0.5181862635055953,0.5181862635055953,3.0,0,0
0.44203281468683975,0.44203281468683975,0.44203281468683975,3.0,0,0
0.12033530139527615,0.12033530139527615,0.12033530139527615,3.0,0,0
0.18631314159464357,0.18631314159464357,0.18631314159464357,3.0,0,0
0.1251433485493874,0.1251433485493874,0.1251433485493874,3.0,0,0
0.6091283290110243,0.6091283290110243,0.6091283290110243,3.0,0,0
0.3514847848610614,0.3514847848610614,0.3514847848610614,3.0,0,0
0.5068565529317622,0.5068565529317622,0.5068565529317622,3.0,0,0
0.8260531791408744,0.8260531791408744,0.8260531791408744,3.0,0,0
0.2994337833191,0.2994337833191,0.2994337833191,3.0,0,0
0.42830633842850385,0.42830633842850385,0.42830633842850385,3.0,0,0
0.7044409108344389,0.7044409108344389,0.7044409108344389,3.0,0,0
0.283038532393298,0.283038532393298,0.283038532393298,3.0,0,0
0.1615839278630344,0.1615839278630344,0.1615839278630344,3.0,0,0
0.3318011623310144,0.3318011623310144,0.3318011623310144,3.0,0,0
0.22897702980320356,0.22897702980320356,0.22897702980320356,3.0,0,0
0.8437581218740585,0.8437581218740585,0.8437581218740585,3.0,0,0
0.7464963036515336,0.7464963036515336,0.7464963036515336,3.0,0,0
0.6067230052083388,0.6067230052083388,0.6067230052083388,3.0,0,0
0.7971684721501742,0.7971684721501742,0.7971684721501742,3.0,0,0
0.7429376615192916,0.7429376615192916,0.7429376615192916,3.0,0,0
0.24925604710882868,0.24925604710882868,0.24925604710882868,3.0,0,0
0.8140471987919823,0.8140471987919823,0.8140471987919823,3.0,0,0
0.5314737935325206,0.5314737935325206,0.5314737935325206,3.0,0,0
0.74595212413125,0.74595212413125,0.74595212413125,3.0,0,0
0.8168730399387946,0.8168730399387946,0.8168730399387946,3.0,0,0
0.35440277997749114,0.35440277997749114,0.35440277997749114,3.0,0,0
0.18804153962214143,0.18804153962214143,0.18804153962214143,3.0,0,0
0.28234813003355336,0.28234813003355336,0.28234813003355336,3.0,0,0
0.4416862309010051,0.4416862309010051,0.4416862309010051,3.0,0,0
0.7544118127379945,0.7544118127379945,0.7544118127379945,3.0,0,0
0.7885844666050748,0.7885844666050748,0.7885844666050748,3.0,0,0
0.10556170442495257,0.10556170442495257,0.10556170442495257,3.0,0,0
0.5085978420620526,0.5085978420620526,0.5085978420620526,3.0,0,0
0.4339288025190232,0.4339288025190232,0.4339288025190232,3.0,0,0
0.2776862483765842,0.2776862483765842,0.2776862483765842,3.0,0,0
0.19589229386694626,0.19589229386694626,0.19589229386694626,3.0,0,0
0.37009213712290234,0.37009213712290234,0.37009213712290234,3.0,0,0
0.8543277631300153,0.8543277631300153,0.8543277631300153,3.0,0,0
0.35856234561660416,0.35856234561660416,0.35856234561660416,3.0,0,0
0.5150324973946929,0.5150324973946929,0.5150324973946929,3.0,0,0
0.6624151671161422,0.6624151671161422,0.6624151671161422,3.0,0,0
0.39090368190343516,0.39090368190343516,0.39090368190343516,3.0,0,0
0.8774256661767685,0.8774256661767685,0.8774256661767685,3.0,0,0
0.869957835953689,0.869957835953689,0.869957835953689,3.0,0,0
0.3014258366602913,0.3014258366602913,0.3014258366602913,3.0,0,0
0.49779880471390836,0.49779880471390836,0.49779880471390836,3.0,0,0
0.34070264785341575,0.34070264785341575,0.34070264785341575,3.0,0,0
0.3278723955019741,0.3278723955019741,0.3278723955019741,3.0,0,0
0.12950955788362625,0.12950955788362625,0.12950955788362625,3.0,0,0
0.5876514671839175,0.5876514671839175,0.5876514671839175,3.0,0,0
0.5021432185830892,0.5021432185830892,0.5021432185830892,3.0,0,0
0.14118300099999148,0.14118300099999148,0.14118300099999148,3.0,0,0
0.32291717138928916,0.32291717138928916,0.32291717138928916,3.0,0,0
0.8266127087733229,0.8266127087733229,0.8266127087733229,3.0,0,0
0.29164951253357796,0.29164951253357796,0.29164951253357796,3.0,0,0
0.21591589767297847,0.21591589767297847,0.21591589767297847,3.0,0,0
0.49156220822205043,0.49156220822205043,0.49156220822205043,3.0,0,0
0.8885203632884806,0.8885203632884806,0.8885203632884806,3.0,0,0
0.2936442172092003,0.2936442172092003,0.2936442172092003,3.0,0,0
0.6377084379247029,0.6377084379247029,0.6377084379247029,3.0,0,0
0.7092956922629741,0.7092956922629741,0.7092956922629741,3.0,0,0
0.29011003519391976,0.29011003519391976,0.29011003519391976,3.0,0,0
0.6825730788894877,0.6825730788894877,0.6825730788894877,3.0,0,0
0.39422650617540256,0.39422650617540256,0.39422650617540256,3.0,0,0
0.6058446644748636,0.6058446644748636,0.6058446644748636,3.0,0,0
0.6068237686087158,0.6068237686087158,0.6068237686087158,3.0,0,0
0.5286197472598068,0.5286197472598068,0.5286197472598068,3.0,0,0
0.17223181604352666,0.17223181604352666,0.17223181604352666,3.0,0,0
0.7682419964713904,0.7682419964713904,0.7682419964713904,3.0,0,0
0.35662405197738867,0.35662405197738867,0.35662405197738867,3.0,0,0
0.2492148083198834,0.2492148083198834,0.2492148083198834,3.0,0,0
0.13262011324381115,0.13262011324381115,0.13262011324381115,3.0,0,0
0.5727143545505935,0.5727143545505935,0.5727143545505935,3.0,0,0
0.642051489473826,0.642051489473826,0.642051489473826,3.0,0,0
0.11327026314228493,0.11327026314228493,0.11327026314228493,3.0,0,0
0.5096744466394248,0.5096744466394248,0.5096744466394248,3.0,0,0
0.28119662015835034,0.28119662015835034,0.28119662015835034,3.0,0,0
0.6161382323275599,0.6161382323275599,0.6161382323275599,3.0,0,0
0.23949314320399318,0.23949314320399318,0.23949314320399318,3.0,0,0
0.6527501904819728,0.6527501904819728,0.6527501904819728,3.0,0,0
0.4093882770404299,0.4093882770404299,0.4093882770404299,3.0,0,0
0.8493839909893877,0.8493839909893877,0.8493839909893877,3.0,0,0
0.21001675531679462,0.21001675531679462,0.21001675531679462,3.0,0,0
0.37285308084020685,0.37285308084020685,0.37285308084020685,3.0,0,0
0.19077881699247126,0.19077881699247126,0.19077881699247126,3.0,0,0
0.8397548946228502,0.8397548946228502,0.8397548946228502,3.0,0,0
0.8018714827047848,0.8018714827047848,0.8018714827047848,3.0,0,0
0.30635330217212453,0.30635330217212453,0.30635330217212453,3.0,0,0
0.6279872368273433,0.6279872368273433,0.6279872368273433,3.0,0,0
0.7537777601609726,0.7537777601609726,0.7537777601609726,3.0,0,0
0.5441606492795699,0.5441606492795699,0.5441606492795699,3.0,0,0
0.5237204626848052,0.5237204626848052,0.5237204626848052,3.0,0,0
0.2934818327203613,0.2934818327203613,0.2934818327203613,3.0,0,0
0.17448221424471938,0.17448221424471938,0.17448221424471938,3.0,0,0
0.8177726063626615,0.8177726063626615,0.8177726063626615,3.0,0,0
0.8203344457306644,0.8203344457306644,0.8203344457306644,3.0,0,0
0.6064811658186143,0.6064811658186143,0.6064811658186143,3.0,0,0
0.37122383283896054,0.37122383283896054,0.37122383283896054,3.0,0,0
0.37936765969012876,0.37936765969012876,0.37936765969012876,3.0,0,0
0.6807645430961915,0.6807645430961915,0.6807645430961915,3.0,0,0
0.8176882079620617,0.8176882079620617,0.8176882079620617,3.0,0,0
0.8096691394120938,0.8096691394120938,0.8096691394120938,3.0,0,0
0.7239004366860992,0.7239004366860992,0.7239004366860992,3.0,0,0
