"","ID","trial","chosen","reward","rt","session","reward1","reward2","reward3","reward4"
"253",2,53,3,59,1205,1,52,37,48,59
"254",2,54,3,54,1162,1,51,46,45,54
"255",2,55,3,60,1160,1,51,38,44,60
"256",2,56,1,39,991,1,59,39,45,60
"257",2,57,3,46,1053,1,48,40,44,46
"258",2,58,2,52,1344,1,57,47,52,49
"259",2,59,2,52,1160,1,54,42,52,44
"260",2,60,2,59,1114,1,53,42,59,48
"261",2,61,2,50,1069,1,50,45,50,41
"262",2,62,2,64,1137,1,53,46,64,52
"263",2,63,2,70,1138,1,54,53,70,55
"264",2,64,2,59,1068,1,49,45,59,48
"265",2,65,2,66,1091,1,47,39,66,53
"266",2,66,2,62,1092,1,45,33,62,50
"267",2,67,2,62,1045,1,57,46,62,54
"268",2,68,2,58,930,1,44,48,58,55
"269",2,69,2,57,999,1,48,42,57,63
"270",2,70,2,47,1391,1,52,48,47,53
"271",2,71,1,34,1016,1,44,34,51,63
"272",2,72,3,64,845,1,42,41,50,64
"273",2,73,3,53,1253,1,45,47,49,53
"274",2,74,3,60,1045,1,39,50,44,60
"275",2,75,3,52,1023,1,49,50,41,52
"276",2,76,3,53,1115,1,51,52,50,53
"277",2,77,3,58,1022,1,48,54,51,58
"278",2,78,3,54,1115,1,45,46,63,54
"279",2,79,3,55,1022,1,51,43,63,55
"280",2,80,3,60,1115,1,50,54,63,60
"281",2,81,3,53,1139,1,50,46,66,53
"282",2,82,3,55,998,1,41,47,67,55
"283",2,83,3,58,976,1,40,44,68,58
"284",2,84,3,54,1115,1,41,48,74,54
"285",2,85,3,59,1576,1,47,50,81,59
"286",2,86,3,65,1022,1,46,49,70,65
"287",2,87,3,56,1298,1,41,49,78,56
"288",2,88,3,59,1069,1,44,58,78,59
"289",2,89,3,60,1277,1,48,68,81,60
"290",2,90,3,60,1160,1,51,62,78,60
"291",2,91,3,57,1161,1,52,60,86,57
"292",2,92,3,63,1160,1,41,66,77,63
"293",2,93,3,63,1138,1,50,64,74,63
"294",2,94,3,63,1230,1,45,62,84,63
"295",2,95,3,60,1160,1,41,67,81,60
"296",2,96,3,69,1252,1,48,67,82,69
"297",2,97,3,66,1230,1,46,73,71,66
"298",2,98,3,68,1276,1,36,69,80,68
"299",2,99,3,62,1276,1,43,65,74,62
"300",2,100,3,68,1161,1,46,65,88,68
"301",2,101,3,65,1184,1,38,69,78,65
"302",2,102,3,64,1068,1,46,58,71,64
"303",2,103,3,66,1115,1,46,51,73,66
"304",2,104,3,61,1045,1,46,53,85,61
"305",2,105,3,69,1115,1,52,52,78,69
"306",2,106,3,70,1046,1,48,50,81,70
"307",2,107,3,61,1205,1,55,56,73,61
"308",2,108,3,66,1093,1,54,58,74,66
"309",2,109,3,66,1113,1,54,53,74,66
"310",2,110,3,61,1185,1,49,53,76,61
"311",2,111,3,59,1068,1,48,45,78,59
"312",2,112,3,65,1000,1,47,46,77,65
"313",2,113,3,70,976,1,46,39,73,70
"314",2,114,3,68,1230,1,46,48,71,68
"315",2,115,3,71,1138,1,45,43,68,71
"316",2,116,3,82,1138,1,42,54,64,82
"317",2,117,3,77,1138,1,45,48,57,77
"318",2,118,3,66,1092,1,30,54,61,66
"319",2,119,3,66,1091,1,43,52,58,66
"320",2,120,3,71,1069,1,53,50,59,71
"321",2,121,3,68,1092,1,41,55,58,68
"322",2,122,3,65,1027,1,56,48,52,65
"323",2,123,3,69,1132,1,48,36,58,69
"324",2,124,3,69,1000,1,58,49,66,69
"325",2,125,3,69,815,1,52,50,48,69
"326",2,126,3,67,1091,1,50,55,61,67
"327",2,127,3,69,1160,1,51,48,54,69
"328",2,128,3,75,1161,1,52,52,57,75
"329",2,129,3,70,1115,1,46,59,52,70
"330",2,130,3,73,1022,1,41,52,50,73
"331",2,131,3,79,1114,1,44,64,50,79
"332",2,132,3,74,1022,1,41,62,60,74
"333",2,133,3,65,1092,1,44,58,60,65
"334",2,134,3,75,1022,1,40,53,53,75
"335",2,135,3,66,1091,1,42,52,54,66
"336",2,136,3,67,1070,1,37,53,55,67
"337",2,137,3,67,1113,1,36,56,56,67
"338",2,138,3,58,977,1,32,52,68,58
"339",2,139,3,62,1115,1,28,60,62,62
"340",2,140,3,62,1207,1,40,50,60,62
"341",2,141,3,58,1092,1,27,64,64,58
"342",2,142,3,58,1091,1,30,59,64,58
"343",2,143,3,64,1045,1,28,60,58,64
"344",2,144,3,58,999,1,30,58,52,58
"345",2,145,3,67,931,1,37,62,61,67
"346",2,146,3,67,1023,1,31,53,57,67
"347",2,147,3,68,1045,1,33,58,55,68
"348",2,148,3,62,977,1,31,56,64,62
"349",2,149,3,53,1321,1,22,52,59,53
"350",2,150,3,58,5372,1,41,58,52,58
"351",2,151,3,59,1068,1,41,57,53,59
"352",2,152,3,66,906,1,35,53,48,66
"353",2,153,3,58,1000,1,33,52,61,58
"354",2,154,3,64,1276,1,34,54,55,64
"355",2,155,3,62,1206,1,23,51,64,62
"356",2,156,3,58,1115,1,22,45,41,58
"357",2,157,3,60,1252,1,29,46,47,60
"358",2,158,3,61,862,1,27,40,40,61
"359",2,159,3,57,1183,1,33,46,40,57
"360",2,160,3,61,1207,1,27,47,49,61
"361",2,161,3,62,1047,1,32,51,43,62
"362",2,162,3,67,1113,1,31,58,46,67
"363",2,163,3,64,1070,1,26,51,50,64
"364",2,164,3,69,1091,1,33,55,58,69
"365",2,165,3,65,1069,1,33,49,49,65
"366",2,166,3,53,1253,1,26,49,57,53
"367",2,167,3,54,1229,1,30,55,55,54
"368",2,168,3,63,1069,1,24,55,50,63
"369",2,169,3,64,1368,1,24,57,45,64
"370",2,170,3,64,1046,1,30,54,52,64
"371",2,171,3,56,1091,1,35,43,44,56
"372",2,172,1,56,1568,1,21,56,48,67
"373",2,173,1,53,1069,1,33,53,42,64
"374",2,174,1,41,723,1,30,41,51,56
"375",2,175,3,61,800,1,24,54,52,61
"376",2,176,3,60,1185,1,35,57,50,60
"377",2,177,3,49,998,1,31,57,48,49
"378",2,178,3,51,700,1,31,60,46,51
"379",2,179,3,53,769,1,41,71,48,53
"380",2,180,3,58,699,1,38,67,40,58
"381",2,181,3,51,700,1,41,60,41,51
"382",2,182,3,40,653,1,48,57,46,40
"383",2,183,3,42,677,1,49,52,38,42
"384",2,184,1,53,1176,1,51,53,45,45
"385",2,185,1,58,1000,1,59,58,45,43
"386",2,186,1,45,723,1,47,45,53,52
"387",2,187,2,48,1790,1,62,45,48,40
"388",2,188,1,44,2224,1,52,44,49,45
"389",2,189,0,54,1183,1,54,47,55,52
"390",2,190,0,55,999,1,55,47,50,46
"391",2,191,0,55,1023,1,55,46,49,51
"392",2,192,0,44,1136,1,44,55,56,40
"393",2,193,0,46,1207,1,46,44,51,41
"394",2,194,3,58,1263,1,40,38,61,58
"395",2,195,3,57,1184,1,44,48,54,57
"396",2,196,3,45,1138,1,43,47,56,45
"397",2,197,3,49,1115,1,38,49,66,49
"398",2,198,3,42,976,1,39,54,62,42
"399",2,199,3,42,1115,1,37,54,60,42
"400",2,200,0,46,1476,1,46,51,57,38
"401",3,1,0,46,1780,1,46,47,51,51
"402",3,2,1,52,1229,1,51,52,45,55
"403",3,3,2,49,1187,1,60,54,49,51
"404",3,4,3,51,941,1,55,51,43,51
"405",3,5,3,65,1114,1,47,52,45,65
"406",3,6,3,64,962,1,51,58,40,64
"407",3,7,3,59,717,1,58,54,39,59
"408",3,8,2,29,934,1,47,57,29,62
"409",3,9,1,53,1012,1,48,53,39,61
"410",3,10,0,54,1173,1,54,58,28,69
"411",3,11,3,61,1226,1,51,51,21,61
"412",3,12,3,65,1028,1,53,58,35,65
"413",3,13,3,59,1068,1,52,59,30,59
"414",3,14,2,29,994,1,43,65,29,68
"415",3,15,1,58,1024,1,30,58,36,52
"416",3,16,1,61,974,1,42,61,34,47
"417",3,17,1,63,474,1,41,63,33,51
"418",3,18,1,62,977,1,37,62,44,57
"419",3,19,1,61,989,1,34,61,32,49
"420",3,20,0,36,764,1,36,58,45,52
"421",3,21,3,41,1154,1,31,57,35,41
"422",3,22,2,45,1166,1,34,70,45,52
"423",3,23,1,63,1002,1,36,63,35,48
"424",3,24,1,66,1234,1,43,66,38,59
"425",3,25,1,69,1082,1,36,69,47,57
"426",3,26,1,74,1204,1,32,74,45,56
"427",3,27,1,64,1207,1,43,64,42,60
"428",3,28,0,41,1260,1,41,72,35,63
"429",3,29,2,48,1105,1,35,76,48,66
"430",3,30,3,65,1047,1,39,75,49,65
"431",3,31,3,52,1098,1,35,78,50,52
"432",3,32,3,60,1235,1,34,71,56,60
"433",3,33,3,56,1176,1,36,75,56,56
"434",3,34,1,54,1064,1,39,54,52,59
"435",3,35,1,64,1107,1,47,64,48,67
"436",3,36,1,63,1186,1,43,63,45,62
"437",3,37,2,49,1175,1,41,64,49,48
"438",3,38,2,54,1327,1,41,67,54,67
"439",3,39,1,61,1183,1,45,61,45,51
"440",3,40,0,43,1405,1,43,57,49,59
"441",3,41,1,41,1435,1,44,41,53,56
"442",3,42,1,48,1092,1,51,48,57,58
"443",3,43,3,59,1158,1,45,45,50,59
"444",3,44,2,57,1095,1,48,56,57,56
"445",3,45,2,57,1085,1,44,49,57,69
"446",3,46,0,47,1055,1,47,48,58,62
"447",3,47,1,54,1276,1,59,54,57,65
"448",3,48,3,67,1093,1,53,48,57,67
"449",3,49,3,63,1135,1,51,49,50,63
"450",3,50,3,63,1214,1,48,44,51,63
"451",3,51,3,54,1152,1,53,38,50,54
"452",3,52,3,58,1218,1,60,38,46,58
"453",3,53,3,59,1221,1,52,37,48,59
"454",3,54,3,54,1214,1,51,46,45,54
"455",3,55,3,60,1304,1,51,38,44,60
"456",3,56,3,60,1258,1,59,39,45,60
"457",3,57,2,44,1198,1,48,40,44,46
"458",3,58,1,47,1059,1,57,47,52,49
"459",3,59,0,54,1017,1,54,42,52,44
"460",3,60,0,53,1083,1,53,42,59,48
"461",3,61,3,41,1064,1,50,45,50,41
"462",3,62,3,52,1182,1,53,46,64,52
"463",3,63,0,54,1205,1,54,53,70,55
"464",3,64,0,49,1140,1,49,45,59,48
"465",3,65,2,66,1128,1,47,39,66,53
"466",3,66,2,62,1222,1,45,33,62,50
"467",3,67,2,62,1270,1,57,46,62,54
"468",3,68,2,58,958,1,44,48,58,55
"469",3,69,2,57,548,1,48,42,57,63
"470",3,70,2,47,1137,1,52,48,47,53
"471",3,71,1,34,1106,1,44,34,51,63
"472",3,72,3,64,1209,1,42,41,50,64
"473",3,73,3,53,1093,1,45,47,49,53
"474",3,74,3,60,1189,1,39,50,44,60
"475",3,75,3,52,1012,1,49,50,41,52
"476",3,76,0,51,1127,1,51,52,50,53
"477",3,77,0,48,1156,1,48,54,51,58
"478",3,78,2,63,1058,1,45,46,63,54
"479",3,79,2,63,1116,1,51,43,63,55
"480",3,80,2,63,1090,1,50,54,63,60
"481",3,81,2,66,1260,1,50,46,66,53
"482",3,82,2,67,1194,1,41,47,67,55
"483",3,83,2,68,1185,1,40,44,68,58
"484",3,84,1,48,1070,1,41,48,74,54
"485",3,85,3,59,1118,1,47,50,81,59
"486",3,86,2,70,1147,1,46,49,70,65
"487",3,87,2,78,1176,1,41,49,78,56
"488",3,88,2,78,1052,1,44,58,78,59
"489",3,89,2,81,1140,1,48,68,81,60
"490",3,90,2,78,1092,1,51,62,78,60
"491",3,91,2,86,1116,1,52,60,86,57
"492",3,92,2,77,1241,1,41,66,77,63
"493",3,93,2,74,1180,1,50,64,74,63
"494",3,94,2,84,1226,1,45,62,84,63
"495",3,95,2,81,1291,1,41,67,81,60
"496",3,96,2,82,1200,1,48,67,82,69
"497",3,97,2,71,1194,1,46,73,71,66
"498",3,98,2,80,1476,1,36,69,80,68
"499",3,99,2,74,1778,1,43,65,74,62
"500",3,100,2,88,1242,1,46,65,88,68
"501",3,101,2,78,1190,1,38,69,78,65
"502",3,102,2,71,1079,1,46,58,71,64
"503",3,103,2,73,1229,1,46,51,73,66
"504",3,104,2,85,1186,1,46,53,85,61
"505",3,105,2,78,1135,1,52,52,78,69
"506",3,106,2,81,1495,1,48,50,81,70
"507",3,107,2,73,1151,1,55,56,73,61
"508",3,108,2,74,1127,1,54,58,74,66
"509",3,109,2,74,1164,1,54,53,74,66
"510",3,110,2,76,1359,1,49,53,76,61
"511",3,111,2,78,1092,1,48,45,78,59
"512",3,112,2,77,1140,1,47,46,77,65
"513",3,113,2,73,1127,1,46,39,73,70
"514",3,114,2,71,1160,1,46,48,71,68
"515",3,115,3,71,1072,1,45,43,68,71
"516",3,116,3,82,954,1,42,54,64,82
"517",3,117,3,77,817,1,45,48,57,77
"518",3,118,3,66,726,1,30,54,61,66
"519",3,119,1,52,1030,1,43,52,58,66
"520",3,120,0,53,994,1,53,50,59,71
"521",3,121,2,58,1093,1,41,55,58,68
"522",3,122,3,65,933,1,56,48,52,65
"523",3,123,3,69,1186,1,48,36,58,69
"524",3,124,3,69,1126,1,58,49,66,69
"525",3,125,3,69,1109,1,52,50,48,69
"526",3,126,3,67,1151,1,50,55,61,67
"527",3,127,3,69,1196,1,51,48,54,69
"528",3,128,3,75,1234,1,52,52,57,75
"529",3,129,3,70,1174,1,46,59,52,70
"530",3,130,3,73,1178,1,41,52,50,73
"531",3,131,3,79,1156,1,44,64,50,79
"532",3,132,2,60,1238,1,41,62,60,74
"533",3,133,1,58,1548,1,44,58,60,65
"534",3,134,0,40,986,1,40,53,53,75
"535",3,135,3,66,1163,1,42,52,54,66
"536",3,136,3,67,1134,1,37,53,55,67
"537",3,137,3,67,1058,1,36,56,56,67
"538",3,138,3,58,1154,1,32,52,68,58
"539",3,139,2,62,1024,1,28,60,62,62
"540",3,140,2,60,1093,1,40,50,60,62
"541",3,141,1,64,1187,1,27,64,64,58
"542",3,142,1,59,1055,1,30,59,64,58
"543",3,143,0,28,1101,1,28,60,58,64
"544",3,144,1,58,1026,1,30,58,52,58
"545",3,145,2,61,1143,1,37,62,61,67
"546",3,146,2,57,1176,1,31,53,57,67
"547",3,147,3,68,1132,1,33,58,55,68
"548",3,148,3,62,1131,1,31,56,64,62
"549",3,149,3,53,1131,1,22,52,59,53
"550",3,150,3,58,1264,1,41,58,52,58
"551",3,151,1,57,1081,1,41,57,53,59
"552",3,152,2,48,1125,1,35,53,48,66
"553",3,153,0,33,1054,1,33,52,61,58
"554",3,154,1,54,1178,1,34,54,55,64
"555",3,155,1,51,1092,1,23,51,64,62
"556",3,156,3,58,1116,1,22,45,41,58
"557",3,157,3,60,1166,1,29,46,47,60
"558",3,158,3,61,1117,1,27,40,40,61
"559",3,159,3,57,1093,1,33,46,40,57
"560",3,160,3,61,1098,1,27,47,49,61
"561",3,161,3,62,1151,1,32,51,43,62
"562",3,162,3,67,1082,1,31,58,46,67
"563",3,163,3,64,1054,1,26,51,50,64
"564",3,164,3,69,1056,1,33,55,58,69
"565",3,165,3,65,1091,1,33,49,49,65
"566",3,166,3,53,994,1,26,49,57,53
"567",3,167,2,55,642,1,30,55,55,54
"568",3,168,1,55,1217,1,24,55,50,63
"569",3,169,0,24,1027,1,24,57,45,64
"570",3,170,3,64,1188,1,30,54,52,64
"571",3,171,3,56,1213,1,35,43,44,56
"572",3,172,3,67,959,1,21,56,48,67
"573",3,173,3,64,1324,1,33,53,42,64
"574",3,174,3,56,1046,1,30,41,51,56
"575",3,175,3,61,1236,1,24,54,52,61
"576",3,176,3,60,1189,1,35,57,50,60
"577",3,177,3,49,1055,1,31,57,48,49
"578",3,178,3,51,934,1,31,60,46,51
"579",3,179,3,53,1266,1,41,71,48,53
"580",3,180,3,58,1183,1,38,67,40,58
"581",3,181,3,51,1090,1,41,60,41,51
"582",3,182,3,40,1347,1,48,57,46,40
"583",3,183,2,38,1028,1,49,52,38,42
"584",3,184,1,53,1117,1,51,53,45,45
"585",3,185,0,59,1079,1,59,58,45,43
"586",3,186,0,47,1001,1,47,45,53,52
"587",3,187,0,62,477,1,62,45,48,40
"588",3,188,0,52,992,1,52,44,49,45
"589",3,189,0,54,587,1,54,47,55,52
"590",3,190,0,55,1062,1,55,47,50,46
"591",3,191,0,55,1105,1,55,46,49,51
"592",3,192,0,44,1170,1,44,55,56,40
"593",3,193,0,46,1075,1,46,44,51,41
"594",3,194,0,40,1239,1,40,38,61,58
"595",3,195,0,44,1187,1,44,48,54,57
"596",3,196,0,43,1177,1,43,47,56,45
"597",3,197,0,38,1169,1,38,49,66,49
"598",3,198,2,62,1154,1,39,54,62,42
"599",3,199,2,60,1095,1,37,54,60,42
"600",3,200,2,57,1281,1,46,51,57,38
"601",4,1,0,46,3974,1,46,47,51,51
"602",4,2,1,52,650,1,51,52,45,55
"603",4,3,2,49,496,1,60,54,49,51
"604",4,4,3,51,876,1,55,51,43,51
"605",4,5,1,52,772,1,47,52,45,65
"606",4,6,3,64,760,1,51,58,40,64
"607",4,7,1,54,334,1,58,54,39,59
"608",4,8,3,62,324,1,47,57,29,62
"609",4,9,3,61,396,1,48,53,39,61
"610",4,10,3,69,336,1,54,58,28,69
"611",4,11,3,61,332,1,51,51,21,61
"612",4,12,3,65,689,1,53,58,35,65
"613",4,13,3,59,428,1,52,59,30,59
"614",4,14,3,68,272,1,43,65,29,68
"615",4,15,3,52,340,1,30,58,36,52
"616",4,16,3,47,268,1,42,61,34,47
"617",4,17,3,51,206,1,41,63,33,51
"618",4,18,3,57,280,1,37,62,44,57
"619",4,19,1,61,316,1,34,61,32,49
"620",4,20,1,58,312,1,36,58,45,52
"621",4,21,1,57,235,1,31,57,35,41
"622",4,22,1,70,265,1,34,70,45,52
"623",4,23,2,35,325,1,36,63,35,48
"624",4,24,1,66,396,1,43,66,38,59
"625",4,25,1,69,267,1,36,69,47,57
"626",4,26,1,74,260,1,32,74,45,56
"627",4,27,1,64,293,1,43,64,42,60
"628",4,28,1,72,255,1,41,72,35,63
"629",4,29,1,76,270,1,35,76,48,66
"630",4,30,1,75,258,1,39,75,49,65
"631",4,31,1,78,239,1,35,78,50,52
"632",4,32,1,71,273,1,34,71,56,60
"633",4,33,1,75,287,1,36,75,56,56
"634",4,34,1,54,235,1,39,54,52,59
"635",4,35,1,64,255,1,47,64,48,67
"636",4,36,0,43,416,1,43,63,45,62
"637",4,37,3,48,721,1,41,64,49,48
"638",4,38,1,67,548,1,41,67,54,67
"639",4,39,1,61,267,1,45,61,45,51
"640",4,40,1,57,264,1,43,57,49,59
"641",4,41,1,41,228,1,44,41,53,56
"642",4,42,1,48,281,1,51,48,57,58
"643",4,43,1,45,232,1,45,45,50,59
"644",4,44,2,57,338,1,48,56,57,56
"645",4,45,2,57,680,1,44,49,57,69
"646",4,46,2,58,280,1,47,48,58,62
"647",4,47,2,57,309,1,59,54,57,65
"648",4,48,2,57,295,1,53,48,57,67
"649",4,49,2,50,220,1,51,49,50,63
"650",4,50,2,51,291,1,48,44,51,63
"651",4,51,2,50,221,1,53,38,50,54
"652",4,52,3,58,261,1,60,38,46,58
"653",4,53,3,59,603,1,52,37,48,59
"654",4,54,3,54,295,1,51,46,45,54
"655",4,55,3,60,263,1,51,38,44,60
"656",4,56,3,60,287,1,59,39,45,60
"657",4,57,3,46,258,1,48,40,44,46
"658",4,58,3,49,267,1,57,47,52,49
"659",4,59,3,44,320,1,54,42,52,44
"660",4,60,0,53,247,1,53,42,59,48
"661",4,61,1,45,612,1,50,45,50,41
"662",4,62,0,53,429,1,53,46,64,52
"663",4,63,0,54,280,1,54,53,70,55
"664",4,64,0,49,256,1,49,45,59,48
"665",4,65,0,47,235,1,47,39,66,53
"666",4,66,2,62,271,1,45,33,62,50
"667",4,67,2,62,445,1,57,46,62,54
"668",4,68,2,58,259,1,44,48,58,55
"669",4,69,2,57,259,1,48,42,57,63
"670",4,70,0,52,513,1,52,48,47,53
"671",4,71,0,44,351,1,44,34,51,63
"672",4,72,2,50,425,1,42,41,50,64
"673",4,73,1,47,275,1,45,47,49,53
"674",4,74,3,60,520,1,39,50,44,60
"675",4,75,3,52,371,1,49,50,41,52
"676",4,76,3,53,224,1,51,52,50,53
"677",4,77,3,58,293,1,48,54,51,58
"678",4,78,3,54,279,1,45,46,63,54
"679",4,79,3,55,296,1,51,43,63,55
"680",4,80,3,60,300,1,50,54,63,60
"681",4,81,3,53,279,1,50,46,66,53
"682",4,82,3,55,290,1,41,47,67,55
"683",4,83,3,58,1339,1,40,44,68,58
"684",4,84,3,54,444,1,41,48,74,54
"685",4,85,2,81,315,1,47,50,81,59
"686",4,86,2,70,575,1,46,49,70,65
"687",4,87,2,78,242,1,41,49,78,56
"688",4,88,2,78,183,1,44,58,78,59
"689",4,89,2,81,192,1,48,68,81,60
"690",4,90,2,78,195,1,51,62,78,60
"691",4,91,2,86,207,1,52,60,86,57
"692",4,92,2,77,204,1,41,66,77,63
"693",4,93,2,74,218,1,50,64,74,63
"694",4,94,2,84,287,1,45,62,84,63
"695",4,95,2,81,280,1,41,67,81,60
"696",4,96,2,82,303,1,48,67,82,69
"697",4,97,2,71,340,1,46,73,71,66
"698",4,98,2,80,334,1,36,69,80,68
"699",4,99,2,74,351,1,43,65,74,62
"700",4,100,2,88,350,1,46,65,88,68
"701",4,101,2,78,303,1,38,69,78,65
"702",4,102,2,71,301,1,46,58,71,64
"703",4,103,2,73,336,1,46,51,73,66
"704",4,104,2,85,319,1,46,53,85,61
"705",4,105,2,78,323,1,52,52,78,69
"706",4,106,2,81,315,1,48,50,81,70
"707",4,107,2,73,342,1,55,56,73,61
"708",4,108,2,74,337,1,54,58,74,66
"709",4,109,2,74,887,1,54,53,74,66
"710",4,110,2,76,451,1,49,53,76,61
"711",4,111,2,78,483,1,48,45,78,59
"712",4,112,2,77,569,1,47,46,77,65
"713",4,113,2,73,644,1,46,39,73,70
"714",4,114,2,71,708,1,46,48,71,68
"715",4,115,2,68,591,1,45,43,68,71
"716",4,116,2,64,651,1,42,54,64,82
"717",4,117,2,57,645,1,45,48,57,77
"718",4,118,2,61,667,1,30,54,61,66
"719",4,119,2,58,571,1,43,52,58,66
"720",4,120,2,59,617,1,53,50,59,71
"721",4,121,3,68,603,1,41,55,58,68
"722",4,122,3,65,621,1,56,48,52,65
"723",4,123,3,69,579,1,48,36,58,69
"724",4,124,3,69,611,1,58,49,66,69
"725",4,125,3,69,603,1,52,50,48,69
"726",4,126,3,67,633,1,50,55,61,67
"727",4,127,3,69,559,1,51,48,54,69
"728",4,128,3,75,571,1,52,52,57,75
"729",4,129,3,70,539,1,46,59,52,70
"730",4,130,3,73,1148,1,41,52,50,73
"731",4,131,3,79,536,1,44,64,50,79
"732",4,132,3,74,438,1,41,62,60,74
"733",4,133,3,65,458,1,44,58,60,65
"734",4,134,3,75,523,1,40,53,53,75
"735",4,135,3,66,579,1,42,52,54,66
"736",4,136,3,67,543,1,37,53,55,67
"737",4,137,3,67,662,1,36,56,56,67
"738",4,138,3,58,674,1,32,52,68,58
"739",4,139,3,62,672,1,28,60,62,62
"740",4,140,2,60,663,1,40,50,60,62
"741",4,141,1,64,488,1,27,64,64,58
"742",4,142,0,30,370,1,30,59,64,58
"743",4,143,3,64,596,1,28,60,58,64
"744",4,144,3,58,560,1,30,58,52,58
"745",4,145,1,62,412,1,37,62,61,67
"746",4,146,1,53,456,1,31,53,57,67
"747",4,147,1,58,446,1,33,58,55,68
"748",4,148,2,64,259,1,31,56,64,62
"749",4,149,2,59,520,1,22,52,59,53
"750",4,150,2,52,420,1,41,58,52,58
"751",4,151,3,59,252,1,41,57,53,59
"752",4,152,3,66,422,1,35,53,48,66
"753",4,153,0,33,467,1,33,52,61,58
"754",4,154,1,54,600,1,34,54,55,64
"755",4,155,2,64,496,1,23,51,64,62
"756",4,156,3,58,512,1,22,45,41,58
"757",4,157,2,47,446,1,29,46,47,60
"758",4,158,2,40,398,1,27,40,40,61
"759",4,159,2,40,490,1,33,46,40,57
"760",4,160,3,61,280,1,27,47,49,61
"761",4,161,3,62,419,1,32,51,43,62
"762",4,162,3,67,427,1,31,58,46,67
"763",4,163,3,64,344,1,26,51,50,64
"764",4,164,3,69,296,1,33,55,58,69
"765",4,165,3,65,235,1,33,49,49,65
"766",4,166,3,53,212,1,26,49,57,53
"767",4,167,3,54,226,1,30,55,55,54
"768",4,168,3,63,279,1,24,55,50,63
"769",4,169,0,24,444,1,24,57,45,64
"770",4,170,1,54,704,1,30,54,52,64
"771",4,171,1,43,1511,1,35,43,44,56
"772",4,172,3,67,457,1,21,56,48,67
"773",4,173,3,64,416,1,33,53,42,64
"774",4,174,3,56,359,1,30,41,51,56
"775",4,175,3,61,340,1,24,54,52,61
"776",4,176,3,60,305,1,35,57,50,60
"777",4,177,3,49,247,1,31,57,48,49
"778",4,178,3,51,244,1,31,60,46,51
"779",4,179,3,53,222,1,41,71,48,53
"780",4,180,3,58,225,1,38,67,40,58
"781",4,181,3,51,215,1,41,60,41,51
"782",4,182,3,40,222,1,48,57,46,40
"783",4,183,3,42,224,1,49,52,38,42
"784",4,184,3,45,200,1,51,53,45,45
"785",4,185,3,43,216,1,59,58,45,43
"786",4,186,2,53,356,1,47,45,53,52
"787",4,187,2,48,454,1,62,45,48,40
"788",4,188,2,49,280,1,52,44,49,45
"789",4,189,1,47,380,1,54,47,55,52
"790",4,190,2,50,539,1,55,47,50,46
