"","ID","block","trial","chosen","reward","rt","session","reward1","reward2","cond"
"347",2,5,7,1,48,1307,1,45,48,"FF"
"348",2,5,8,1,49,1299,1,40,49,"FF"
"349",2,5,9,1,48,1299,1,42,48,"FF"
"350",2,5,10,1,41,1254,1,33,41,"FF"
"351",2,6,1,1,48,532,1,50,48,"SS"
"352",2,6,2,0,51,992,1,51,49,"SS"
"353",2,6,3,0,51,1299,1,51,49,"SS"
"354",2,6,4,0,50,1300,1,50,47,"SS"
"355",2,6,5,0,51,1277,1,51,49,"SS"
"356",2,6,6,0,50,1276,1,50,45,"SS"
"357",2,6,7,0,50,1369,1,50,48,"SS"
"358",2,6,8,0,50,1298,1,50,49,"SS"
"359",2,6,9,0,49,1299,1,49,47,"SS"
"360",2,6,10,1,47,1030,1,50,47,"SS"
"361",2,7,1,1,80,727,1,72,80,"FF"
"362",2,7,2,1,83,1322,1,77,83,"FF"
"363",2,7,3,1,82,1345,1,76,82,"FF"
"364",2,7,4,1,85,1555,1,81,85,"FF"
"365",2,7,5,1,81,1276,1,76,81,"FF"
"366",2,7,6,1,82,1230,1,76,82,"FF"
"367",2,7,7,1,78,1161,1,77,78,"FF"
"368",2,7,8,0,77,1314,1,77,76,"FF"
"369",2,7,9,1,77,1677,1,76,77,"FF"
"370",2,7,10,1,74,1253,1,80,74,"FF"
"371",2,8,1,1,52,792,1,49,52,"SS"
"372",2,8,2,0,48,969,1,48,53,"SS"
"373",2,8,3,1,51,869,1,48,51,"SS"
"374",2,8,4,1,51,1092,1,49,51,"SS"
"375",2,8,5,1,51,1276,1,47,51,"SS"
"376",2,8,6,1,53,1254,1,47,53,"SS"
"377",2,8,7,1,52,1345,1,49,52,"SS"
"378",2,8,8,1,50,1299,1,46,50,"SS"
"379",2,8,9,1,53,1322,1,47,53,"SS"
"380",2,8,10,1,53,2245,1,48,53,"SS"
"381",2,9,1,1,82,1403,1,77,82,"FS"
"382",2,9,2,1,83,1299,1,67,83,"FS"
"383",2,9,3,1,83,1323,1,67,83,"FS"
"384",2,9,4,1,83,1229,1,67,83,"FS"
"385",2,9,5,1,80,1300,1,70,80,"FS"
"386",2,9,6,1,83,1345,1,70,83,"FS"
"387",2,9,7,1,84,1276,1,67,84,"FS"
"388",2,9,8,1,84,1322,1,61,84,"FS"
"389",2,9,9,1,82,1299,1,64,82,"FS"
"390",2,9,10,1,82,1300,1,69,82,"FS"
"391",2,10,1,1,72,866,1,75,72,"SS"
"392",2,10,2,1,72,1253,1,74,72,"SS"
"393",2,10,3,0,75,1222,1,75,69,"SS"
"394",2,10,4,0,76,1322,1,76,73,"SS"
"395",2,10,5,0,76,1345,1,76,71,"SS"
"396",2,10,6,0,73,1368,1,73,71,"SS"
"397",2,10,7,0,74,1299,1,74,71,"SS"
"398",2,10,8,0,75,1346,1,75,70,"SS"
"399",2,10,9,0,75,1299,1,75,71,"SS"
"400",2,10,10,0,74,1346,1,74,70,"SS"
"401",2,11,1,1,79,533,1,75,79,"FF"
"402",2,11,2,0,79,1268,1,79,81,"FF"
"403",2,11,3,1,84,1330,1,78,84,"FF"
"404",2,11,4,1,84,1276,1,80,84,"FF"
"405",2,11,5,1,84,1115,1,77,84,"FF"
"406",2,11,6,1,83,1254,1,71,83,"FF"
"407",2,11,7,1,75,6840,1,73,75,"FF"
"408",2,11,8,1,72,1253,1,71,72,"FF"
"409",2,11,9,1,75,1184,1,72,75,"FF"
"410",2,11,10,1,74,1046,1,73,74,"FF"
"411",2,12,1,0,35,1140,1,35,39,"FS"
"412",2,12,2,1,38,753,1,37,38,"FS"
"413",2,12,3,1,38,1046,1,32,38,"FS"
"414",2,12,4,1,40,1115,1,28,40,"FS"
"415",2,12,5,1,40,1137,1,35,40,"FS"
"416",2,12,6,1,37,1345,1,42,37,"FS"
"417",2,12,7,1,39,1092,1,44,39,"FS"
"418",2,12,8,1,38,1254,1,47,38,"FS"
"419",2,12,9,1,38,1230,1,46,38,"FS"
"420",2,12,10,1,38,1230,1,51,38,"FS"
"421",2,13,1,1,88,1228,1,85,88,"FS"
"422",2,13,2,1,89,1322,1,83,89,"FS"
"423",2,13,3,1,88,1346,1,86,88,"FS"
"424",2,13,4,1,88,1530,1,82,88,"FS"
"425",2,13,5,1,87,1922,1,83,87,"FS"
"426",2,13,6,1,89,1322,1,84,89,"FS"
"427",2,13,7,1,89,1324,1,83,89,"FS"
"428",2,13,8,1,89,1323,1,86,89,"FS"
"429",2,13,9,1,89,1645,1,86,89,"FS"
"430",2,13,10,1,87,1277,1,89,87,"FS"
"431",2,14,1,1,38,616,1,43,38,"FF"
"432",2,14,2,0,38,577,1,38,35,"FF"
"433",2,14,3,0,39,999,1,39,34,"FF"
"434",2,14,4,0,39,516,1,39,27,"FF"
"435",2,14,5,0,35,1184,1,35,25,"FF"
"436",2,14,6,1,28,1170,1,32,28,"FF"
"437",2,14,7,0,31,1315,1,31,32,"FF"
"438",2,14,8,0,31,1369,1,31,36,"FF"
"439",2,14,9,0,36,1299,1,36,34,"FF"
"440",2,14,10,0,29,1369,1,29,30,"FF"
"441",2,15,1,1,64,779,1,69,64,"SS"
"442",2,15,2,0,70,1384,1,70,65,"SS"
"443",2,15,3,0,68,1276,1,68,61,"SS"
"444",2,15,4,0,67,1299,1,67,63,"SS"
"445",2,15,5,0,69,1321,1,69,64,"SS"
"446",2,15,6,0,67,1368,1,67,64,"SS"
"447",2,15,7,0,69,1320,1,69,65,"SS"
"448",2,15,8,0,68,1298,1,68,64,"SS"
"449",2,15,9,1,61,1214,1,69,61,"SS"
"450",2,15,10,0,68,1267,1,68,62,"SS"
"451",2,16,1,0,12,704,1,12,16,"FS"
"452",2,16,2,1,16,616,1,12,16,"FS"
"453",2,16,3,1,16,837,1,8,16,"FS"
"454",2,16,4,1,14,607,1,9,14,"FS"
"455",2,16,5,1,16,1067,1,1,16,"FS"
"456",2,16,6,1,14,1297,1,3,14,"FS"
"457",2,16,7,1,16,1321,1,5,16,"FS"
"458",2,16,8,1,15,1297,1,8,15,"FS"
"459",2,16,9,1,15,1344,1,11,15,"FS"
"460",2,16,10,1,14,1367,1,17,14,"FS"
"461",2,17,1,1,50,627,1,48,50,"SS"
"462",2,17,2,0,47,1106,1,47,53,"SS"
"463",2,17,3,1,52,1145,1,47,52,"SS"
"464",2,17,4,1,53,1298,1,48,53,"SS"
"465",2,17,5,1,51,1321,1,49,51,"SS"
"466",2,17,6,1,54,1390,1,49,54,"SS"
"467",2,17,7,1,52,1413,1,47,52,"SS"
"468",2,17,8,1,52,1321,1,47,52,"SS"
"469",2,17,9,1,53,1298,1,48,53,"SS"
"470",2,17,10,1,54,1367,1,49,54,"SS"
"471",2,18,1,1,72,958,1,83,72,"FF"
"472",2,18,2,0,87,1382,1,87,69,"FF"
"473",2,18,3,0,95,1367,1,95,71,"FF"
"474",2,18,4,0,84,1298,1,84,66,"FF"
"475",2,18,5,0,81,1323,1,81,63,"FF"
"476",2,18,6,0,82,1297,1,82,69,"FF"
"477",2,18,7,0,74,1368,1,74,62,"FF"
"478",2,18,8,0,77,1320,1,77,65,"FF"
"479",2,18,9,0,72,1252,1,72,70,"FF"
"480",2,18,10,0,67,1344,1,67,78,"FF"
"481",2,19,1,1,44,940,1,49,44,"FF"
"482",2,19,2,0,52,761,1,52,49,"FF"
"483",2,19,3,0,49,1044,1,49,45,"FF"
"484",2,19,4,0,40,1091,1,40,48,"FF"
"485",2,19,5,1,47,708,1,41,47,"FF"
"486",2,19,6,1,49,1182,1,44,49,"FF"
"487",2,19,7,1,49,1276,1,48,49,"FF"
"488",2,19,8,1,51,1252,1,43,51,"FF"
"489",2,19,9,1,54,1275,1,51,54,"FF"
"490",2,19,10,1,58,1321,1,54,58,"FF"
"491",2,20,1,1,25,577,1,20,25,"SS"
"492",2,20,2,0,20,921,1,20,24,"SS"
"493",2,20,3,1,23,984,1,19,23,"SS"
"494",2,20,4,1,21,1252,1,19,21,"SS"
"495",2,20,5,0,21,1013,1,21,25,"SS"
"496",2,20,6,0,20,1299,1,20,24,"SS"
"497",2,20,7,1,24,1191,1,21,24,"SS"
"498",2,20,8,1,24,1321,1,21,24,"SS"
"499",2,20,9,1,24,1298,1,20,24,"SS"
"500",2,20,10,1,26,1298,1,20,26,"SS"
"501",2,21,1,1,47,903,1,50,47,"SF"
"502",2,21,2,0,49,1014,1,49,48,"SF"
"503",2,21,3,0,50,1274,1,50,53,"SF"
"504",2,21,4,0,50,1275,1,50,58,"SF"
"505",2,21,5,0,51,1252,1,51,58,"SF"
"506",2,21,6,0,49,1299,1,49,59,"SF"
"507",2,21,7,0,50,1275,1,50,56,"SF"
"508",2,21,8,0,52,1229,1,52,53,"SF"
"509",2,21,9,0,48,1298,1,48,59,"SF"
"510",2,21,10,0,49,1320,1,49,56,"SF"
"511",2,22,1,1,82,359,1,79,82,"SF"
"512",2,22,2,0,78,1520,1,78,80,"SF"
"513",2,22,3,1,80,1237,1,78,80,"SF"
"514",2,22,4,1,76,1298,1,80,76,"SF"
"515",2,22,5,0,77,1244,1,77,77,"SF"
"516",2,22,6,0,78,1298,1,78,78,"SF"
"517",2,22,7,0,80,1367,1,80,71,"SF"
"518",2,22,8,0,79,1298,1,79,70,"SF"
"519",2,22,9,1,70,1191,1,78,70,"SF"
"520",2,22,10,0,79,1153,1,79,79,"SF"
"521",2,23,1,1,21,800,1,20,21,"FF"
"522",2,23,2,0,21,1082,1,21,19,"FF"
"523",2,23,3,1,11,1168,1,21,11,"FF"
"524",2,23,4,0,24,1060,1,24,8,"FF"
"525",2,23,5,0,22,1275,1,22,10,"FF"
"526",2,23,6,0,19,1276,1,19,16,"FF"
"527",2,23,7,0,29,1297,1,29,12,"FF"
"528",2,23,8,0,24,1344,1,24,9,"FF"
"529",2,23,9,0,26,1390,1,26,4,"FF"
"530",2,23,10,0,28,1344,1,28,1,"FF"
"531",2,24,1,1,62,598,1,60,62,"SS"
"532",2,24,2,0,61,1013,1,61,62,"SS"
"533",2,24,3,1,61,1082,1,61,61,"SS"
"534",2,24,4,1,61,1246,1,60,61,"SS"
"535",2,24,5,1,63,1321,1,61,63,"SS"
"536",2,24,6,1,62,1228,1,61,62,"SS"
"537",2,24,7,1,62,1206,1,59,62,"SS"
"538",2,24,8,1,62,1252,1,58,62,"SS"
"539",2,24,9,1,64,1298,1,60,64,"SS"
"540",2,24,10,1,61,1297,1,59,61,"SS"
"541",2,25,1,1,10,611,1,15,10,"FS"
"542",2,25,2,0,14,968,1,14,10,"FS"
"543",2,25,3,0,16,1297,1,16,12,"FS"
"544",2,25,4,0,24,1297,1,24,10,"FS"
"545",2,25,5,0,26,1368,1,26,12,"FS"
"546",2,25,6,0,26,1321,1,26,8,"FS"
"547",2,25,7,0,26,1367,1,26,11,"FS"
"548",2,25,8,0,24,1274,1,24,10,"FS"
"549",2,25,9,0,36,1252,1,36,12,"FS"
"550",2,25,10,0,35,1413,1,35,11,"FS"
"551",2,26,1,1,52,564,1,55,52,"FF"
"552",2,26,2,0,56,1128,1,56,59,"FF"
"553",2,26,3,0,53,1229,1,53,64,"FF"
"554",2,26,4,0,57,1137,1,57,66,"FF"
"555",2,26,5,0,56,1321,1,56,66,"FF"
"556",2,26,6,0,57,1251,1,57,63,"FF"
"557",2,26,7,0,54,1229,1,54,52,"FF"
"558",2,26,8,0,56,1320,1,56,55,"FF"
"559",2,26,9,0,54,1275,1,54,59,"FF"
"560",2,26,10,0,54,1298,1,54,55,"FF"
"561",2,27,1,1,30,632,1,35,30,"SS"
"562",2,27,2,0,35,898,1,35,30,"SS"
"563",2,27,3,0,37,1182,1,37,31,"SS"
"564",2,27,4,0,35,1345,1,35,29,"SS"
"565",2,27,5,0,36,1321,1,36,29,"SS"
"566",2,27,6,0,35,1297,1,35,30,"SS"
"567",2,27,7,0,36,1182,1,36,29,"SS"
"568",2,27,8,0,35,1252,1,35,30,"SS"
"569",2,27,9,0,34,1321,1,34,30,"SS"
"570",2,27,10,0,34,1230,1,34,29,"SS"
"571",2,28,1,1,6,548,1,12,6,"SF"
"572",2,28,2,0,12,1105,1,12,7,"SF"
"573",2,28,3,0,10,1321,1,10,14,"SF"
"574",2,28,4,0,10,1253,1,10,18,"SF"
"575",2,28,5,0,10,1320,1,10,21,"SF"
"576",2,28,6,0,10,1298,1,10,20,"SF"
"577",2,28,7,0,13,1252,1,13,13,"SF"
"578",2,28,8,0,12,1390,1,12,14,"SF"
"579",2,28,9,0,11,1390,1,11,11,"SF"
"580",2,28,10,0,11,1414,1,11,19,"SF"
"581",2,29,1,1,20,678,1,25,20,"FF"
"582",2,29,2,0,20,1105,1,20,17,"FF"
"583",2,29,3,1,20,961,1,15,20,"FF"
"584",2,29,4,1,31,1230,1,24,31,"FF"
"585",2,29,5,1,27,1298,1,18,27,"FF"
"586",2,29,6,1,30,1344,1,27,30,"FF"
"587",2,29,7,0,23,1151,1,23,36,"FF"
"588",2,29,8,1,43,1029,1,18,43,"FF"
"589",2,29,9,1,42,1344,1,12,42,"FF"
"590",2,29,10,1,39,1206,1,6,39,"FF"
"591",2,30,1,1,27,514,1,28,27,"SS"
"592",2,30,2,0,28,944,1,28,25,"SS"
"593",2,30,3,0,28,1205,1,28,28,"SS"
"594",2,30,4,0,27,1230,1,27,24,"SS"
"595",2,30,5,0,28,4094,1,28,27,"SS"
"596",2,30,6,0,29,2242,1,29,25,"SS"
"597",2,30,7,0,27,1298,1,27,25,"SS"
"598",2,30,8,0,28,1367,1,28,27,"SS"
"599",2,30,9,0,29,1275,1,29,26,"SS"
"600",2,30,10,0,28,1873,1,28,26,"SS"
"601",3,1,1,0,45,2721,1,45,47,"SS"
"602",3,1,2,1,51,1014,1,43,51,"SS"
"603",3,1,3,1,50,955,1,44,50,"SS"
"604",3,1,4,1,49,754,1,45,49,"SS"
"605",3,1,5,0,42,645,1,42,46,"SS"
"606",3,1,6,1,47,663,1,43,47,"SS"
"607",3,1,7,1,48,945,1,45,48,"SS"
"608",3,1,8,1,49,710,1,44,49,"SS"
"609",3,1,9,0,45,819,1,45,47,"SS"
"610",3,1,10,1,47,748,1,43,47,"SS"
"611",3,2,1,0,68,638,1,68,75,"SF"
"612",3,2,2,1,75,1003,1,70,75,"SF"
"613",3,2,3,1,73,1004,1,68,73,"SF"
"614",3,2,4,1,78,1003,1,71,78,"SF"
"615",3,2,5,1,78,584,1,70,78,"SF"
"616",3,2,6,1,75,841,1,69,75,"SF"
"617",3,2,7,1,75,832,1,69,75,"SF"
"618",3,2,8,1,73,878,1,67,73,"SF"
"619",3,2,9,1,78,867,1,70,78,"SF"
"620",3,2,10,1,75,968,1,71,75,"SF"
"621",3,3,1,0,12,1244,1,12,15,"FF"
"622",3,3,2,1,14,1018,1,11,14,"FF"
"623",3,3,3,1,19,1024,1,7,19,"FF"
"624",3,3,4,0,5,950,1,5,16,"FF"
"625",3,3,5,1,15,898,1,6,15,"FF"
"626",3,3,6,1,14,979,1,12,14,"FF"
"627",3,3,7,1,10,531,1,12,10,"FF"
"628",3,3,8,1,8,846,1,16,8,"FF"
"629",3,3,9,1,9,747,1,22,9,"FF"
"630",3,3,10,1,8,807,1,22,8,"FF"
"631",3,4,1,0,29,736,1,29,24,"FS"
"632",3,4,2,1,25,1291,1,32,25,"FS"
"633",3,4,3,1,24,1079,1,38,24,"FS"
"634",3,4,4,0,42,1097,1,42,24,"FS"
"635",3,4,5,0,38,1232,1,38,26,"FS"
"636",3,4,6,0,38,1094,1,38,25,"FS"
"637",3,4,7,0,42,1089,1,42,25,"FS"
"638",3,4,8,0,39,1239,1,39,24,"FS"
"639",3,4,9,0,41,1128,1,41,26,"FS"
"640",3,4,10,0,37,1231,1,37,25,"FS"
"641",3,5,1,1,42,671,1,40,42,"FF"
"642",3,5,2,0,45,1041,1,45,46,"FF"
"643",3,5,3,0,47,1113,1,47,46,"FF"
"644",3,5,4,1,50,1116,1,39,50,"FF"
"645",3,5,5,1,50,1187,1,41,50,"FF"
"646",3,5,6,1,47,1091,1,38,47,"FF"
"647",3,5,7,1,48,1048,1,45,48,"FF"
"648",3,5,8,0,40,1109,1,40,49,"FF"
"649",3,5,9,1,48,1161,1,42,48,"FF"
"650",3,5,10,1,41,1069,1,33,41,"FF"
"651",3,6,1,0,50,883,1,50,48,"SS"
"652",3,6,2,1,49,1118,1,51,49,"SS"
"653",3,6,3,0,51,1012,1,51,49,"SS"
"654",3,6,4,1,47,1082,1,50,47,"SS"
"655",3,6,5,0,51,1093,1,51,49,"SS"
"656",3,6,6,1,45,1247,1,50,45,"SS"
"657",3,6,7,0,50,999,1,50,48,"SS"
"658",3,6,8,0,50,1055,1,50,49,"SS"
"659",3,6,9,0,49,1156,1,49,47,"SS"
"660",3,6,10,0,50,1101,1,50,47,"SS"
"661",3,7,1,0,72,462,1,72,80,"FF"
"662",3,7,2,1,83,1191,1,77,83,"FF"
"663",3,7,3,1,82,1098,1,76,82,"FF"
"664",3,7,4,1,85,1162,1,81,85,"FF"
"665",3,7,5,1,81,1074,1,76,81,"FF"
"666",3,7,6,1,82,1068,1,76,82,"FF"
"667",3,7,7,1,78,1093,1,77,78,"FF"
"668",3,7,8,1,76,1105,1,77,76,"FF"
"669",3,7,9,1,77,1144,1,76,77,"FF"
"670",3,7,10,1,74,1165,1,80,74,"FF"
"671",3,8,1,0,49,912,1,49,52,"SS"
"672",3,8,2,1,53,3840,1,48,53,"SS"
"673",3,8,3,1,51,1121,1,48,51,"SS"
"674",3,8,4,0,49,883,1,49,51,"SS"
"675",3,8,5,0,47,989,1,47,51,"SS"
"676",3,8,6,0,47,501,1,47,53,"SS"
"677",3,8,7,1,52,1322,1,49,52,"SS"
"678",3,8,8,1,50,1260,1,46,50,"SS"
"679",3,8,9,1,53,1110,1,47,53,"SS"
"680",3,8,10,1,53,1175,1,48,53,"SS"
"681",3,9,1,0,77,320,1,77,82,"FS"
"682",3,9,2,1,83,1134,1,67,83,"FS"
"683",3,9,3,1,83,1048,1,67,83,"FS"
"684",3,9,4,1,83,1013,1,67,83,"FS"
"685",3,9,5,1,80,1213,1,70,80,"FS"
"686",3,9,6,1,83,1254,1,70,83,"FS"
"687",3,9,7,1,84,1176,1,67,84,"FS"
"688",3,9,8,1,84,1322,1,61,84,"FS"
"689",3,9,9,1,82,1175,1,64,82,"FS"
"690",3,9,10,1,82,1266,1,69,82,"FS"
"691",3,10,1,1,72,637,1,75,72,"SS"
"692",3,10,2,0,74,1119,1,74,72,"SS"
"693",3,10,3,0,75,1156,1,75,69,"SS"
"694",3,10,4,1,73,1086,1,76,73,"SS"
"695",3,10,5,0,76,1095,1,76,71,"SS"
"696",3,10,6,0,73,1051,1,73,71,"SS"
"697",3,10,7,1,71,1017,1,74,71,"SS"
"698",3,10,8,0,75,1129,1,75,70,"SS"
"699",3,10,9,0,75,1162,1,75,71,"SS"
"700",3,10,10,0,74,1089,1,74,70,"SS"
"701",3,11,1,1,79,343,1,75,79,"FF"
"702",3,11,2,1,81,1399,1,79,81,"FF"
"703",3,11,3,1,84,1196,1,78,84,"FF"
"704",3,11,4,0,80,1055,1,80,84,"FF"
"705",3,11,5,0,77,1028,1,77,84,"FF"
"706",3,11,6,1,83,1098,1,71,83,"FF"
"707",3,11,7,1,75,1167,1,73,75,"FF"
"708",3,11,8,1,72,1090,1,71,72,"FF"
"709",3,11,9,1,75,1074,1,72,75,"FF"
"710",3,11,10,1,74,1090,1,73,74,"FF"
"711",3,12,1,0,35,500,1,35,39,"FS"
"712",3,12,2,1,38,1124,1,37,38,"FS"
"713",3,12,3,1,38,1110,1,32,38,"FS"
"714",3,12,4,0,28,1102,1,28,40,"FS"
"715",3,12,5,1,40,1134,1,35,40,"FS"
"716",3,12,6,1,37,1055,1,42,37,"FS"
"717",3,12,7,1,39,1183,1,44,39,"FS"
"718",3,12,8,1,38,1057,1,47,38,"FS"
"719",3,12,9,1,38,1078,1,46,38,"FS"
"720",3,12,10,1,38,1497,1,51,38,"FS"
"721",3,13,1,1,88,572,1,85,88,"FS"
"722",3,13,2,0,83,1569,1,83,89,"FS"
"723",3,13,3,1,88,933,1,86,88,"FS"
"724",3,13,4,1,88,1102,1,82,88,"FS"
"725",3,13,5,1,87,1075,1,83,87,"FS"
"726",3,13,6,1,89,1057,1,84,89,"FS"
"727",3,13,7,1,89,1071,1,83,89,"FS"
"728",3,13,8,1,89,1145,1,86,89,"FS"
"729",3,13,9,1,89,1195,1,86,89,"FS"
"730",3,13,10,1,87,1163,1,89,87,"FS"
"731",3,14,1,0,43,751,1,43,38,"FF"
"732",3,14,2,1,35,1061,1,38,35,"FF"
"733",3,14,3,0,39,1127,1,39,34,"FF"
"734",3,14,4,1,27,1183,1,39,27,"FF"
"735",3,14,5,0,35,1274,1,35,25,"FF"
"736",3,14,6,1,28,1290,1,32,28,"FF"
"737",3,14,7,0,31,968,1,31,32,"FF"
"738",3,14,8,0,31,21878,1,31,36,"FF"
"739",3,14,9,1,34,1122,1,36,34,"FF"
"740",3,14,10,1,30,1052,1,29,30,"FF"
"741",3,15,1,1,64,554,1,69,64,"SS"
"742",3,15,2,0,70,905,1,70,65,"SS"
"743",3,15,3,0,68,1031,1,68,61,"SS"
"744",3,15,4,0,67,1146,1,67,63,"SS"
"745",3,15,5,0,69,1089,1,69,64,"SS"
"746",3,15,6,0,67,1142,1,67,64,"SS"
"747",3,15,7,0,69,1278,1,69,65,"SS"
"748",3,15,8,0,68,1220,1,68,64,"SS"
"749",3,15,9,0,69,1150,1,69,61,"SS"
"750",3,15,10,0,68,1256,1,68,62,"SS"
"751",3,16,1,1,16,483,1,12,16,"FS"
"752",3,16,2,0,12,986,1,12,16,"FS"
"753",3,16,3,1,16,1113,1,8,16,"FS"
"754",3,16,4,1,14,1152,1,9,14,"FS"
"755",3,16,5,0,1,1056,1,1,16,"FS"
"756",3,16,6,1,14,1099,1,3,14,"FS"
"757",3,16,7,1,16,1056,1,5,16,"FS"
"758",3,16,8,1,15,1060,1,8,15,"FS"
"759",3,16,9,1,15,1138,1,11,15,"FS"
"760",3,16,10,1,14,1208,1,17,14,"FS"
"761",3,17,1,0,48,312,1,48,50,"SS"
"762",3,17,2,1,53,1096,1,47,53,"SS"
"763",3,17,3,1,52,1169,1,47,52,"SS"
"764",3,17,4,1,53,1119,1,48,53,"SS"
"765",3,17,5,1,51,1121,1,49,51,"SS"
"766",3,17,6,1,54,1148,1,49,54,"SS"
"767",3,17,7,1,52,1116,1,47,52,"SS"
"768",3,17,8,1,52,1083,1,47,52,"SS"
"769",3,17,9,1,53,1153,1,48,53,"SS"
"770",3,17,10,1,54,1070,1,49,54,"SS"
"771",3,18,1,0,83,546,1,83,72,"FF"
"772",3,18,2,1,69,1069,1,87,69,"FF"
"773",3,18,3,0,95,1058,1,95,71,"FF"
"774",3,18,4,0,84,1002,1,84,66,"FF"
"775",3,18,5,0,81,939,1,81,63,"FF"
"776",3,18,6,0,82,966,1,82,69,"FF"
"777",3,18,7,0,74,922,1,74,62,"FF"
"778",3,18,8,0,77,926,1,77,65,"FF"
"779",3,18,9,0,72,1044,1,72,70,"FF"
"780",3,18,10,0,67,1227,1,67,78,"FF"
"781",3,19,1,0,49,356,1,49,44,"FF"
"782",3,19,2,1,49,1065,1,52,49,"FF"
"783",3,19,3,1,45,1121,1,49,45,"FF"
"784",3,19,4,0,40,992,1,40,48,"FF"
"785",3,19,5,1,47,1024,1,41,47,"FF"
"786",3,19,6,1,49,1052,1,44,49,"FF"
"787",3,19,7,1,49,1031,1,48,49,"FF"
"788",3,19,8,0,43,989,1,43,51,"FF"
"789",3,19,9,1,54,992,1,51,54,"FF"
"790",3,19,10,1,58,1161,1,54,58,"FF"
"791",3,20,1,1,25,458,1,20,25,"SS"
"792",3,20,2,0,20,1048,1,20,24,"SS"
"793",3,20,3,1,23,1127,1,19,23,"SS"
"794",3,20,4,0,19,1047,1,19,21,"SS"
"795",3,20,5,1,25,948,1,21,25,"SS"
"796",3,20,6,1,24,971,1,20,24,"SS"
"797",3,20,7,1,24,1008,1,21,24,"SS"
"798",3,20,8,1,24,1007,1,21,24,"SS"
"799",3,20,9,1,24,1008,1,20,24,"SS"
"800",3,20,10,1,26,1113,1,20,26,"SS"
"801",3,21,1,0,50,326,1,50,47,"SF"
"802",3,21,2,1,48,975,1,49,48,"SF"
"803",3,21,3,0,50,1089,1,50,53,"SF"
"804",3,21,4,1,58,941,1,50,58,"SF"
"805",3,21,5,1,58,1217,1,51,58,"SF"
"806",3,21,6,1,59,1075,1,49,59,"SF"
"807",3,21,7,0,50,1066,1,50,56,"SF"
"808",3,21,8,1,53,1181,1,52,53,"SF"
"809",3,21,9,1,59,1033,1,48,59,"SF"
"810",3,21,10,1,56,1228,1,49,56,"SF"
"811",3,22,1,1,82,635,1,79,82,"SF"
"812",3,22,2,0,78,1040,1,78,80,"SF"
"813",3,22,3,1,80,1023,1,78,80,"SF"
"814",3,22,4,1,76,1190,1,80,76,"SF"
"815",3,22,5,0,77,1194,1,77,77,"SF"
"816",3,22,6,1,78,1072,1,78,78,"SF"
"817",3,22,7,1,71,1154,1,80,71,"SF"
"818",3,22,8,0,79,1057,1,79,70,"SF"
"819",3,22,9,0,78,1120,1,78,70,"SF"
"820",3,22,10,0,79,1046,1,79,79,"SF"
